,address,rent,scrape_date,houseno,sttype,stname,zipcode,address_id
535,"5410 Park Brook Dr, Charlotte, NC 28269",1835,2023-02-25,5410,DR,PARK BROOK,28269,5410_PARK BROOK_DR_28269
26,"1001 Salmon River Dr, Monroe, NC 28110",1835,2023-02-24,1001,DR,SALMON RIVER,28110,1001_SALMON RIVER_DR_28110
791,"4630 Irwin Wood Ln, Charlotte, NC 28269",1835,2023-02-25,4630,LN,IRWIN WOOD,28269,4630_IRWIN WOOD_LN_28269
104,"9865 Treeside Ln, Matthews, NC 28105",1831,2023-02-25,9865,LN,TREESIDE,28105,9865_TREESIDE_LN_28105
157,"7443 Hidden Creek Dr, Charlotte, NC 28214",1830,2023-02-24,7443,DR,HIDDEN CREEK,28214,7443_HIDDEN CREEK_DR_28214
523,"8116 Aqueduct Ct, Charlotte, NC 28216",1830,2023-02-25,8116,CT,AQUEDUCT,28216,8116_AQUEDUCT_CT_28216
191,"337 Hunslet Cir, Charlotte, NC 28206",1830,2023-02-24,337,CIR,HUNSLET,28206,337_HUNSLET_CIR_28206
388,"3616 Edmund Ct, Matthews, NC 28105",1830,2023-02-25,3616,CT,EDMUND,28105,3616_EDMUND_CT_28105
384,"911 Valley Ridge Rd, Charlotte, NC 28214",1830,2023-02-24,911,RD,VALLEY RIDGE,28214,911_VALLEY RIDGE_RD_28214
79,"706 Mountain Quail Dr, Charlotte, NC 28216",1825,2023-02-24,706,DR,MOUNTAIN QUAIL,28216,706_MOUNTAIN QUAIL_DR_28216
453,"2426 Sunset Oaks Dr, Charlotte, NC 28216",1825,2023-02-24,2426,DR,SUNSET OAKS,28216,2426_SUNSET OAKS_DR_28216
387,"2418 Cairns Mill Court, Charlotte, NC 28269",1825,2023-02-24,2418,COURT,CAIRNS MILL,28269,2418_CAIRNS MILL_COURT_28269
301,"6411 Currywood Pl, Charlotte, NC 28227",1825,2023-02-25,6411,PL,CURRYWOOD,28227,6411_CURRYWOOD_PL_28227
377,"10346 Cannarti Dr, Charlotte, NC 28273",1825,2023-02-24,10346,DR,CANNARTI,28273,10346_CANNARTI_DR_28273
342,"2320 Heather Glen Ln, Charlotte, NC 28208",1825,2023-02-24,2320,LN,HEATHER GLEN,28208,2320_HEATHER GLEN_LN_28208
798,"2848 Oasis Ln, Charlotte, NC 28214",1825,2023-02-25,2848,LN,OASIS,28214,2848_OASIS_LN_28214
589,"5120 Abercromby St, Charlotte, NC 28213",1825,2023-02-24,5120,ST,ABERCROMBY,28213,5120_ABERCROMBY_ST_28213
168,"11535 Carnsore Ct, Charlotte, NC 28214",1820,2023-02-24,11535,CT,CARNSORE,28214,11535_CARNSORE_CT_28214
760,"503 Ethel Ct, Charlotte, NC 28214",1819,2023-02-25,503,CT,ETHEL,28214,503_ETHEL_CT_28214
32,"1509 Tirano Ct, Charlotte, NC 28216",1815,2023-02-24,1509,CT,TIRANO,28216,1509_TIRANO_CT_28216
130,"7820 Montbrook Dr, Charlotte, NC 28214",1815,2023-02-24,7820,DR,MONTBROOK,28214,7820_MONTBROOK_DR_28214
383,"1923 Dietrich Ln, Charlotte, NC 28262",1815,2023-02-24,1923,LN,DIETRICH,28262,1923_DIETRICH_LN_28262
70,"6319 Fresh Wind Ave, Charlotte, NC 28212",1815,2023-02-24,6319,AVE,FRESH WIND,28212,6319_FRESH WIND_AVE_28212
86,"1629 Stoney Creek Ln, Charlotte, NC 28262",1815,2023-02-24,1629,LN,STONEY CREEK,28262,1629_STONEY CREEK_LN_28262
28,"10727 Azure Valley Pl, Charlotte, NC 28269",1810,2023-02-25,10727,PL,AZURE VALLEY,28269,10727_AZURE VALLEY_PL_28269
199,"7228 Cypress Ridge Dr, Charlotte, NC 28262",1810,2023-02-25,7228,DR,CYPRESS RIDGE,28262,7228_CYPRESS RIDGE_DR_28262
739,"9446 Dewey Dr, Charlotte, NC 28214",1805,2023-02-25,9446,DR,DEWEY,28214,9446_DEWEY_DR_28214
94,"4936 Aldersbrook Dr, Monroe, NC 28110",1805,2023-02-24,4936,DR,ALDERSBROOK,28110,4936_ALDERSBROOK_DR_28110
814,"10639 Glenmac Rd, Charlotte, NC 28215",1805,2023-02-25,10639,RD,GLENMAC,28215,10639_GLENMAC_RD_28215
587,"10440 Gold Pan Rd, Charlotte, NC 28215",1805,2023-02-24,10440,RD,GOLD PAN,28215,10440_GOLD PAN_RD_28215
454,"5925 Timbertop Ln, Charlotte, NC 28215",1805,2023-02-25,5925,LN,TIMBERTOP,28215,5925_TIMBERTOP_LN_28215
48,"326 Kingville Dr, Charlotte, NC 28213",1805,2023-02-24,326,DR,KINGVILLE,28213,326_KINGVILLE_DR_28213
133,"8612 Oak Dr, Charlotte, NC 28269",1800,2023-02-24,8612,DR,OAK,28269,8612_OAK_DR_28269
195,"3514 Lukes Dr, Charlotte, NC 28216",1800,2023-02-24,3514,DR,LUKES,28216,3514_LUKES_DR_28216
583,"1511 Briarfield Dr, Charlotte, NC 28205",1800,2023-02-25,1511,DR,BRIARFIELD,28205,1511_BRIARFIELD_DR_28205
260,"1555 Merriman Ave, Charlotte, NC 28203",1800,2023-02-25,1555,AVE,MERRIMAN,28203,1555_MERRIMAN_AVE_28203
31,"8731 Hornwood Ct, Charlotte, NC 28215",1800,2023-02-25,8731,CT,HORNWOOD,28215,8731_HORNWOOD_CT_28215
267,"6700 Kemp St, Charlotte, NC 28213",1800,2023-02-24,6700,ST,KEMP,28213,6700_KEMP_ST_28213
486,"11241 Kingfisher Dr, Charlotte, NC 28226",1800,2023-02-24,11241,DR,KINGFISHER,28226,11241_KINGFISHER_DR_28226
541,"1025 Swearngan Ridge Ct, Charlotte, NC 28216",1800,2023-02-25,1025,CT,SWEARNGAN RIDGE,28216,1025_SWEARNGAN RIDGE_CT_28216
410,"12624 Cedar Crossings Dr, Charlotte, NC 28273",1800,2023-02-25,12624,DR,CEDAR CROSSINGS,28273,12624_CEDAR CROSSINGS_DR_28273
5,"910 Plaza Walk Dr, Charlotte, NC 28215",1800,2023-02-25,910,DR,PLAZA WALK,28215,910_PLAZA WALK_DR_28215
310,"7927 McGarry Trail, Charlotte, NC 28214",1800,2023-02-24,7927,TRAIL,MCGARRY,28214,7927_MCGARRY_TRAIL_28214
304,"1432 Prairie Valley Dr, Charlotte, NC 28269",1800,2023-02-25,1432,DR,PRAIRIE VALLEY,28269,1432_PRAIRIE VALLEY_DR_28269
176,"3613 Ellington St, Charlotte, NC 28211",1800,2023-02-24,3613,ST,ELLINGTON,28211,3613_ELLINGTON_ST_28211
219,"416 New Bern Station Ct, Charlotte, NC 28209",1800,2023-02-24,416,CT,NEW BERN STATION,28209,416_NEW BERN STATION_CT_28209
555,"3824 Cedar Hill Dr, Charlotte, NC 28273",1800,2023-02-24,3824,DR,CEDAR HILL,28273,3824_CEDAR HILL_DR_28273
637,"1406 Pleasant Plains Rd, Matthews, NC 28105",1800,2023-02-24,1406,RD,PLEASANT PLAINS,28105,1406_PLEASANT PLAINS_RD_28105
478,"(undisclosed Address), Charlotte, NC 28208",1800,2023-02-25,(undisclosed,ADDRESS),,28208,(undisclosed__ADDRESS)_28208
263,"2714 Haversham Ct, Charlotte, NC 28216",1799,2023-02-25,2714,CT,HAVERSHAM,28216,2714_HAVERSHAM_CT_28216
829,"8609 Casa Ct, Charlotte, NC 28215",1799,2023-02-25,8609,CT,CASA,28215,8609_CASA_CT_28215
252,"8003 Cadmium Ct, Charlotte, NC 28215",1799,2023-02-24,8003,CT,CADMIUM,28215,8003_CADMIUM_CT_28215
761,"6607 Park Meadows Pl, Huntersville, NC 28078",1799,2023-02-25,6607,PL,PARK MEADOWS,28078,6607_PARK MEADOWS_PL_28078
695,"3958 Damask Dr, Charlotte, NC 28206",1795,2023-02-25,3958,DR,DAMASK,28206,3958_DAMASK_DR_28206
659,"8419 Milton Morris Dr, Charlotte, NC 28227",1795,2023-02-24,8419,DR,MILTON MORRIS,28227,8419_MILTON MORRIS_DR_28227
266,"6614 Chestnut Oak Ln, Charlotte, NC 28215",1795,2023-02-25,6614,LN,CHESTNUT OAK,28215,6614_CHESTNUT OAK_LN_28215
109,"6417 Williams Rd, Charlotte, NC 28215",1795,2023-02-25,6417,RD,WILLIAMS,28215,6417_WILLIAMS_RD_28215
558,"1111 Mineral Springs Rd, Charlotte, NC 28262",1795,2023-02-25,1111,RD,MINERAL SPRINGS,28262,1111_MINERAL SPRINGS_RD_28262
717,"10020 Green Hedge Ave, Charlotte, NC 28269",1795,2023-02-25,10020,AVE,GREEN HEDGE,28269,10020_GREEN HEDGE_AVE_28269
457,"3958 Damask Drive, Charlotte, NC 28206",1795,2023-02-24,3958,DRIVE,DAMASK,28206,3958_DAMASK_DRIVE_28206
137,"14327 O&#39;Casey Ln, Charlotte, NC 28213",1795,2023-02-24,14327,LN,O&#39;CASEY,28213,14327_O&#39;CASEY_LN_28213
605,"116 Margaret Turner Rd, Charlotte, NC 28216",1795,2023-02-24,116,RD,MARGARET TURNER,28216,116_MARGARET TURNER_RD_28216
413,"1936 St Mark St, Charlotte, NC 28216",1795,2023-02-24,1936,ST,ST MARK,28216,1936_ST MARK_ST_28216
663,"8461 Huntdale Ct, Charlotte, NC 28212",1795,2023-02-24,8461,CT,HUNTDALE,28212,8461_HUNTDALE_CT_28212
238,"2839 Burbank Dr, Charlotte, NC 28216",1795,2023-02-25,2839,DR,BURBANK,28216,2839_BURBANK_DR_28216
631,"10919 Adelaide Ct, Charlotte, NC 28213",1795,2023-02-25,10919,CT,ADELAIDE,28213,10919_ADELAIDE_CT_28213
595,"1232 Effingham Rd, Charlotte, NC 28208",1795,2023-02-24,1232,RD,EFFINGHAM,28208,1232_EFFINGHAM_RD_28208
138,"14327 O'Casey Ln, Charlotte, NC 28213",1795,2023-02-25,14327,LN,O'CASEY,28213,14327_O'CASEY_LN_28213
417,"6433 Brawley Ann Dr, Charlotte, NC 28215",1795,2023-02-24,6433,DR,BRAWLEY ANN,28215,6433_BRAWLEY ANN_DR_28215
783,"1936 Saint Mark St, Charlotte, NC 28216",1795,2023-02-25,1936,ST,SAINT MARK,28216,1936_SAINT MARK_ST_28216
647,"10438 Hugue Way, Charlotte, NC 28214",1795,2023-02-25,10438,WAY,HUGUE,28214,10438_HUGUE_WAY_28214
84,"9616 Kent Village Dr, Charlotte, NC 28269",1795,2023-02-24,9616,DR,KENT VILLAGE,28269,9616_KENT VILLAGE_DR_28269
671,"2002 Pleasant Dale Dr, Charlotte, NC 28214",1795,2023-02-24,2002,DR,PLEASANT DALE,28214,2002_PLEASANT DALE_DR_28214
679,"2219 Kern St, Charlotte, NC 28208",1795,2023-02-25,2219,ST,KERN,28208,2219_KERN_ST_28208
243,"6303 Kiker Brock Dr, Indian Trail, NC 28079",1795,2023-02-24,6303,DR,KIKER BROCK,28079,6303_KIKER BROCK_DR_28079
287,"722 Pawley Dr, Charlotte, NC 28214",1795,2023-02-24,722,DR,PAWLEY,28214,722_PAWLEY_DR_28214
239,"422 Sunnywood Ln, Charlotte, NC 28270",1795,2023-02-24,422,LN,SUNNYWOOD,28270,422_SUNNYWOOD_LN_28270
273,"501 Rutland Dr, Charlotte, NC 28217",1795,2023-02-24,501,DR,RUTLAND,28217,501_RUTLAND_DR_28217
247,"1418 Wembley Dr, Charlotte, NC 28205",1795,2023-02-24,1418,DR,WEMBLEY,28205,1418_WEMBLEY_DR_28205
457,"12000 Brownestone View Dr, Charlotte, NC 28269",1795,2023-02-25,12000,DR,BROWNESTONE VIEW,28269,12000_BROWNESTONE VIEW_DR_28269
315,"3918 Dunwoody Dr, Charlotte, NC 28215",1795,2023-02-24,3918,DR,DUNWOODY,28215,3918_DUNWOODY_DR_28215
396,"6031 Shining Oak Ln, Charlotte, NC 28269",1795,2023-02-25,6031,LN,SHINING OAK,28269,6031_SHINING OAK_LN_28269
463,"5315 Peachwood Dr, Charlotte, NC 28216",1795,2023-02-25,5315,DR,PEACHWOOD,28216,5315_PEACHWOOD_DR_28216
351,"7608 Prairie Rose Ln, Huntersville, NC 28078",1795,2023-02-25,7608,LN,PRAIRIE ROSE,28078,7608_PRAIRIE ROSE_LN_28078
391,"14324 O'Casey Ln, Charlotte, NC 28213",1795,2023-02-25,14324,LN,O'CASEY,28213,14324_O'CASEY_LN_28213
322,"6027 Idlebrook Dr, Charlotte, NC 28212",1795,2023-02-24,6027,DR,IDLEBROOK,28212,6027_IDLEBROOK_DR_28212
462,"6629 Paloverde Ln, Charlotte, NC 28227",1795,2023-02-25,6629,LN,PALOVERDE,28227,6629_PALOVERDE_LN_28227
539,"1933 Longleaf Dr, Charlotte, NC 28210",1790,2023-02-24,1933,DR,LONGLEAF,28210,1933_LONGLEAF_DR_28210
671,"4732 Canipe Dr, Charlotte, NC 28269",1789,2023-02-25,4732,DR,CANIPE,28269,4732_CANIPE_DR_28269
89,"6408 Pennacook Dr, Charlotte, NC 28214",1785,2023-02-24,6408,DR,PENNACOOK,28214,6408_PENNACOOK_DR_28214
254,"3800 Trappers Run Dr, Matthews, NC 28105",1785,2023-02-24,3800,DR,TRAPPERS RUN,28105,3800_TRAPPERS RUN_DR_28105
19,"11620 Banyan Ct, Charlotte, NC 28215",1785,2023-02-25,11620,CT,BANYAN,28215,11620_BANYAN_CT_28215
681,"12919 Deaton Hill Dr, Charlotte, NC 28269",1785,2023-02-25,12919,DR,DEATON HILL,28269,12919_DEATON HILL_DR_28269
501,"1435 Braveheart Ln, Charlotte, NC 28216",1780,2023-02-25,1435,LN,BRAVEHEART,28216,1435_BRAVEHEART_LN_28216
289,"8411 Rolling Meadows Ln, Huntersville, NC 28078",1780,2023-02-24,8411,LN,ROLLING MEADOWS,28078,8411_ROLLING MEADOWS_LN_28078
165,"2400 Celosia Dr, Charlotte, NC 28262",1780,2023-02-24,2400,DR,CELOSIA,28262,2400_CELOSIA_DR_28262
153,"1707 McAllister Dr, Charlotte, NC 28216",1780,2023-02-24,1707,DR,MCALLISTER,28216,1707_MCALLISTER_DR_28216
515,"11120 Amberglades Ln, Charlotte, NC 28215",1775,2023-02-24,11120,LN,AMBERGLADES,28215,11120_AMBERGLADES_LN_28215
574,"3824 Sipes Ln, Charlotte, NC 28269",1775,2023-02-25,3824,LN,SIPES,28269,3824_SIPES_LN_28269
75,"401 Sleepy Hollow Rd, Charlotte, NC 28217",1775,2023-02-24,401,RD,SLEEPY HOLLOW,28217,401_SLEEPY HOLLOW_RD_28217
328,"1000 Holland Ave, Charlotte, NC 28206",1775,2023-02-24,1000,AVE,HOLLAND,28206,1000_HOLLAND_AVE_28206
132,"3015 Mallard Forest Dr, Charlotte, NC 28269",1770,2023-02-24,3015,DR,MALLARD FOREST,28269,3015_MALLARD FOREST_DR_28269
136,"7329 Morris Pond Dr, Charlotte, NC 28227",1770,2023-02-25,7329,DR,MORRIS POND,28227,7329_MORRIS POND_DR_28227
146,"6803 Campbell Burn Ct, Charlotte, NC 28212",1770,2023-02-24,6803,CT,CAMPBELL BURN,28212,6803_CAMPBELL BURN_CT_28212
672,"8506 Lockerbie Ln, Charlotte, NC 28215",1769,2023-02-25,8506,LN,LOCKERBIE,28215,8506_LOCKERBIE_LN_28215
568,"1219 Ballina Way, Charlotte, NC 28214",1765,2023-02-25,1219,WAY,BALLINA,28214,1219_BALLINA_WAY_28214
39,"1020 Swearngan Ridge Ct, Charlotte, NC 28216",1765,2023-02-25,1020,CT,SWEARNGAN RIDGE,28216,1020_SWEARNGAN RIDGE_CT_28216
22,"10528 Gold Pan Rd, Charlotte, NC 28215",1755,2023-02-25,10528,RD,GOLD PAN,28215,10528_GOLD PAN_RD_28215
599,"6234 Thompson Brook Ln, Charlotte, NC 28212",1750,2023-02-25,6234,LN,THOMPSON BROOK,28212,6234_THOMPSON BROOK_LN_28212
447,"405 W 7th St, Charlotte, NC 28202",1750,2023-02-24,405,ST,W 7TH,28202,405_W 7TH_ST_28202
674,"3633 Huyton Ct, Charlotte, NC 28215",1750,2023-02-25,3633,CT,HUYTON,28215,3633_HUYTON_CT_28215
224,"8254 Southgate Commons Dr, Charlotte, NC 28277",1750,2023-02-25,8254,DR,SOUTHGATE COMMONS,28277,8254_SOUTHGATE COMMONS_DR_28277
704,"1849 Darbrook Dr, Charlotte, NC 28205",1750,2023-02-25,1849,DR,DARBROOK,28205,1849_DARBROOK_DR_28205
698,"8913 Hunter Ridge Dr, Charlotte, NC 28226",1750,2023-02-25,8913,DR,HUNTER RIDGE,28226,8913_HUNTER RIDGE_DR_28226
503,"3280 Heathstead Pl, Charlotte, NC 28210",1750,2023-02-25,3280,PL,HEATHSTEAD,28210,3280_HEATHSTEAD_PL_28210
320,"2507 Carrington Ct, Charlotte, NC 28208",1750,2023-02-25,2507,CT,CARRINGTON,28208,2507_CARRINGTON_CT_28208
392,"13906 Glendevon Ct, Charlotte, NC 28273",1750,2023-02-24,13906,CT,GLENDEVON,28273,13906_GLENDEVON_CT_28273
588,"521 Ellingsworth Ln, Charlotte, NC 28214",1750,2023-02-24,521,LN,ELLINGSWORTH,28214,521_ELLINGSWORTH_LN_28214
537,"1702 Herrin Ave, Charlotte, NC 28205",1750,2023-02-25,1702,AVE,HERRIN,28205,1702_HERRIN_AVE_28205
352,"603 Church St, Belmont, NC 28012",1750,2023-02-24,603,ST,CHURCH,28012,603_CHURCH_ST_28012
325,"7003 Palatine Ln, Charlotte, NC 28214",1750,2023-02-24,7003,LN,PALATINE,28214,7003_PALATINE_LN_28214
96,"2607 Dion Ave, Charlotte, NC 28212",1750,2023-02-25,2607,AVE,DION,28212,2607_DION_AVE_28212
512,"1633 Long Paw Ln, Charlotte, NC 28214",1749,2023-02-25,1633,LN,LONG PAW,28214,1633_LONG PAW_LN_28214
731,"1901 Pine Mountain Rd, Charlotte, NC 28214",1749,2023-02-25,1901,RD,PINE MOUNTAIN,28214,1901_PINE MOUNTAIN_RD_28214
490,"8135 Kings Creek Dr, Charlotte, NC 28273",1749,2023-02-24,8135,DR,KINGS CREEK,28273,8135_KINGS CREEK_DR_28273
611,"6218 Thompson Brook Ln, Charlotte, NC 28212",1745,2023-02-25,6218,LN,THOMPSON BROOK,28212,6218_THOMPSON BROOK_LN_28212
451,"707 Bilmark Ave, Charlotte, NC 28213",1745,2023-02-25,707,AVE,BILMARK,28213,707_BILMARK_AVE_28213
90,"4336 Valeview Ln, Charlotte, NC 28269",1745,2023-02-25,4336,LN,VALEVIEW,28269,4336_VALEVIEW_LN_28269
642,"1338 Shannonhouse Dr, Charlotte, NC 28215",1745,2023-02-24,1338,DR,SHANNONHOUSE,28215,1338_SHANNONHOUSE_DR_28215
635,"5808 Stonedale Court, Charlotte, NC 28216",1745,2023-02-24,5808,COURT,STONEDALE,28216,5808_STONEDALE_COURT_28216
554,"4021 Courtland Dr, Charlotte, NC 28212",1745,2023-02-24,4021,DR,COURTLAND,28212,4021_COURTLAND_DR_28212
643,"1112 Farrior Dr, Charlotte, NC 28215",1745,2023-02-24,1112,DR,FARRIOR,28215,1112_FARRIOR_DR_28215
613,"1201 Braveheart Ln, Charlotte, NC 28216",1745,2023-02-24,1201,LN,BRAVEHEART,28216,1201_BRAVEHEART_LN_28216
662,"3100 Chenango Dr, Charlotte, NC 28212",1745,2023-02-24,3100,DR,CHENANGO,28212,3100_CHENANGO_DR_28212
222,"5859 Misty Forest Pl NW, Concord, NC 28027",1740,2023-02-24,5859,NW,MISTY FOREST PL,28027,5859_MISTY FOREST PL_NW_28027
627,"8209 Chrisbry Ln, Charlotte, NC 28215",1740,2023-02-25,8209,LN,CHRISBRY,28215,8209_CHRISBRY_LN_28215
18,"1124 Ballina Way, Charlotte, NC 28214",1730,2023-02-24,1124,WAY,BALLINA,28214,1124_BALLINA_WAY_28214
713,"6701 Woodfield Dr, Charlotte, NC 28215",1730,2023-02-25,6701,DR,WOODFIELD,28215,6701_WOODFIELD_DR_28215
596,"8006 Beacon Hills Rd, Indian Trail, NC 28079",1730,2023-02-24,8006,RD,BEACON HILLS,28079,8006_BEACON HILLS_RD_28079
573,"3618 Cross Winds Rd, Charlotte, NC 28227",1730,2023-02-24,3618,RD,CROSS WINDS,28227,3618_CROSS WINDS_RD_28227
81,"5214 Crane Point Dr, Charlotte, NC 28227",1725,2023-02-24,5214,DR,CRANE POINT,28227,5214_CRANE POINT_DR_28227
661,"5802 Hillcrest Cir, Indian Trail, NC 28079",1725,2023-02-24,5802,CIR,HILLCREST,28079,5802_HILLCREST_CIR_28079
600,"407 Chelton Oaks Dr, Charlotte, NC 28214",1725,2023-02-25,407,DR,CHELTON OAKS,28214,407_CHELTON OAKS_DR_28214
215,"3417 Braden Dr, Charlotte, NC 28216",1725,2023-02-24,3417,DR,BRADEN,28216,3417_BRADEN_DR_28216
36,"5800 Natick Dr, Charlotte, NC 28214",1725,2023-02-24,5800,DR,NATICK,28214,5800_NATICK_DR_28214
658,"5730 Osprey Watch Ct, Charlotte, NC 28227",1720,2023-02-24,5730,CT,OSPREY WATCH,28227,5730_OSPREY WATCH_CT_28227
87,"6100 Tartan Green Ct, Charlotte, NC 28227",1720,2023-02-24,6100,CT,TARTAN GREEN,28227,6100_TARTAN GREEN_CT_28227
8,"1820 Charnell Ln, Charlotte, NC 28216",1710,2023-02-25,1820,LN,CHARNELL,28216,1820_CHARNELL_LN_28216
587,"8025 Gera Emma Dr, Charlotte, NC 28215",1705,2023-02-25,8025,DR,GERA EMMA,28215,8025_GERA EMMA_DR_28215
96,"1406 Olde Justin Pl, Charlotte, NC 28262",1705,2023-02-24,1406,PL,OLDE JUSTIN,28262,1406_OLDE JUSTIN_PL_28262
451,"9400 E W.T. Harris Blvd, Charlotte, NC 28227",1700,2023-02-24,9400,BLVD,E W.T. HARRIS,28227,9400_E W.T. HARRIS_BLVD_28227
61,"2707 Oasis Ln, Charlotte, NC 28214",1700,2023-02-24,2707,LN,OASIS,28214,2707_OASIS_LN_28214
20,"8433 Cullingford Ln, Charlotte, NC 28216",1700,2023-02-25,8433,LN,CULLINGFORD,28216,8433_CULLINGFORD_LN_28216
452,"4538 Antelope Ln, Charlotte, NC 28269",1700,2023-02-24,4538,LN,ANTELOPE,28269,4538_ANTELOPE_LN_28269
405,"2911 Beech Nut Rd, Charlotte, NC 28208",1700,2023-02-24,2911,RD,BEECH NUT,28208,2911_BEECH NUT_RD_28208
817,"4348 Briarhill Dr, Charlotte, NC 28215",1700,2023-02-25,4348,DR,BRIARHILL,28215,4348_BRIARHILL_DR_28215
408,"512 Greystone Rd, Charlotte, NC 28209",1700,2023-02-25,512,RD,GREYSTONE,28209,512_GREYSTONE_RD_28209
263,"3916 Bearwood Ave, Charlotte, NC 28205",1700,2023-02-24,3916,AVE,BEARWOOD,28205,3916_BEARWOOD_AVE_28205
35,"11604 Stewarts Crossing Dr, Charlotte, NC 28215",1700,2023-02-25,11604,DR,STEWARTS CROSSING,28215,11604_STEWARTS CROSSING_DR_28215
245,"2508 Columbus Cir, Charlotte, NC 28208",1700,2023-02-24,2508,CIR,COLUMBUS,28208,2508_COLUMBUS_CIR_28208
300,"3743 Picasso Ct, Charlotte, NC 28205",1700,2023-02-25,3743,CT,PICASSO,28205,3743_PICASSO_CT_28205
365,"3512 Carlyle Dr, Charlotte, NC 28208",1700,2023-02-24,3512,DR,CARLYLE,28208,3512_CARLYLE_DR_28208
549,"231 Smith Cir, Stallings, NC 28104",1700,2023-02-24,231,CIR,SMITH,28104,231_SMITH_CIR_28104
298,"5333 Molly Elizabeth Ln, Charlotte, NC 28269",1699,2023-02-24,5333,LN,MOLLY ELIZABETH,28269,5333_MOLLY ELIZABETH_LN_28269
810,"5428 Timbertop Ln, Charlotte, NC 28215",1699,2023-02-25,5428,LN,TIMBERTOP,28215,5428_TIMBERTOP_LN_28215
645,"214 S Gardner Ave, Charlotte, NC 28208",1695,2023-02-24,214,AVE,S GARDNER,28208,214_S GARDNER_AVE_28208
249,"13031 Windy Lea Ln, Huntersville, NC 28078",1695,2023-02-25,13031,LN,WINDY LEA,28078,13031_WINDY LEA_LN_28078
660,"1201 Settles Bridge Ct, Charlotte, NC 28214",1695,2023-02-25,1201,CT,SETTLES BRIDGE,28214,1201_SETTLES BRIDGE_CT_28214
151,"3718 McMillan St, Charlotte, NC 28205",1695,2023-02-25,3718,ST,MCMILLAN,28205,3718_MCMILLAN_ST_28205
428,"2601 Dion Ave, Charlotte, NC 28212",1695,2023-02-24,2601,AVE,DION,28212,2601_DION_AVE_28212
120,"4703 Tumbleweed Ct, Charlotte, NC 28208",1695,2023-02-24,4703,CT,TUMBLEWEED,28208,4703_TUMBLEWEED_CT_28208
335,"316 Concordia Ave, Charlotte, NC 28206",1695,2023-02-24,316,AVE,CONCORDIA,28206,316_CONCORDIA_AVE_28206
652,"2016 Norwich Pl, Charlotte, NC 28208",1695,2023-02-25,2016,PL,NORWICH,28208,2016_NORWICH_PL_28208
670,"14271 Tranters Creek Ln, Charlotte, NC 28273",1695,2023-02-25,14271,LN,TRANTERS CREEK,28273,14271_TRANTERS CREEK_LN_28273
236,"10441 Rockwood Rd, Charlotte, NC 28215",1695,2023-02-24,10441,RD,ROCKWOOD,28215,10441_ROCKWOOD_RD_28215
685,"6305 Summerour Pl, Charlotte, NC 28214",1695,2023-02-25,6305,PL,SUMMEROUR,28214,6305_SUMMEROUR_PL_28214
660,"5731 Laborde Ave, Charlotte, NC 28269",1695,2023-02-24,5731,AVE,LABORDE,28269,5731_LABORDE_AVE_28269
762,"2525 Hemby Woods Dr, Charlotte, NC 28262",1695,2023-02-25,2525,DR,HEMBY WOODS,28262,2525_HEMBY WOODS_DR_28262
321,"7839 Chapman St, Charlotte, NC 28216",1695,2023-02-24,7839,ST,CHAPMAN,28216,7839_CHAPMAN_ST_28216
654,"313 S Summit Ave, Charlotte, NC 28208",1695,2023-02-24,313,AVE,S SUMMIT,28208,313_S SUMMIT_AVE_28208
105,"4252 Cheltenham Rd, Charlotte, NC 28211",1695,2023-02-25,4252,RD,CHELTENHAM,28211,4252_CHELTENHAM_RD_28211
237,"2447 Elmin St, Charlotte, NC 28208",1695,2023-02-25,2447,ST,ELMIN,28208,2447_ELMIN_ST_28208
271,"3315 Nevin Brook Rd, Charlotte, NC 28269",1695,2023-02-25,3315,RD,NEVIN BROOK,28269,3315_NEVIN BROOK_RD_28269
175,"7307 Hooksett Ct, Charlotte, NC 28217",1689,2023-02-25,7307,CT,HOOKSETT,28217,7307_HOOKSETT_CT_28217
374,"1216 Alston Hill Dr, Charlotte, NC 28214",1685,2023-02-24,1216,DR,ALSTON HILL,28214,1216_ALSTON HILL_DR_28214
385,"7035 Red Bud Cir, Charlotte, NC 28214",1685,2023-02-24,7035,CIR,RED BUD,28214,7035_RED BUD_CIR_28214
496,"5836 Pennycross Ln, Charlotte, NC 28216",1679,2023-02-25,5836,LN,PENNYCROSS,28216,5836_PENNYCROSS_LN_28216
74,"1203 Helms Rd, Charlotte, NC 28214",1675,2023-02-24,1203,RD,HELMS,28214,1203_HELMS_RD_28214
676,"1610 Black Diamond Ct, Charlotte, NC 28216",1675,2023-02-24,1610,CT,BLACK DIAMOND,28216,1610_BLACK DIAMOND_CT_28216
225,"5141 Shady Grove Ln, Charlotte, NC 28217",1675,2023-02-25,5141,LN,SHADY GROVE,28217,5141_SHADY GROVE_LN_28217
799,"3334 Central Ave, Charlotte, NC 28205",1675,2023-02-25,3334,AVE,CENTRAL,28205,3334_CENTRAL_AVE_28205
149,"7809 Travers Run Dr, Charlotte, NC 28215",1665,2023-02-24,7809,DR,TRAVERS RUN,28215,7809_TRAVERS RUN_DR_28215
429,"318 Enchanted Dr, Matthews, NC 28104",1650,2023-02-24,318,DR,ENCHANTED,28104,318_ENCHANTED_DR_28104
