,address,rent,scrape_date,houseno,sttype,stname,zipcode,address_id
496,"11002 Hat Creek Ln, Davidson, NC 28036",2260,2023-02-24,11002,LN,HAT CREEK,28036,11002_HAT CREEK_LN_28036
482,"1103 Jaxson Terry Ln, Charlotte, NC 28269",2260,2023-02-25,1103,LN,JAXSON TERRY,28269,1103_JAXSON TERRY_LN_28269
42,"2926 Island Point Dr NW, Concord, NC 28027",2260,2023-02-24,2926,NW,ISLAND POINT DR,28027,2926_ISLAND POINT DR_NW_28027
154,"2341 Apple Glen Ln, Charlotte, NC 28269",2259,2023-02-25,2341,LN,APPLE GLEN,28269,2341_APPLE GLEN_LN_28269
9,"8045 Weeping Fig Ln, Charlotte, NC 28215",2255,2023-02-24,8045,LN,WEEPING FIG,28215,8045_WEEPING FIG_LN_28215
712,"9104 Brightleaf Pl, Charlotte, NC 28269",2254,2023-02-25,9104,PL,BRIGHTLEAF,28269,9104_BRIGHTLEAF_PL_28269
366,"925 Spruce St, Charlotte, NC 28203",2250,2023-02-24,925,ST,SPRUCE,28203,925_SPRUCE_ST_28203
157,"7016 McLothian Ln, Huntersville, NC 28078",2250,2023-02-25,7016,LN,MCLOTHIAN,28078,7016_MCLOTHIAN_LN_28078
106,"1444 Hidden Stream Ct, Charlotte, NC 28213",2250,2023-02-24,1444,CT,HIDDEN STREAM,28213,1444_HIDDEN STREAM_CT_28213
398,"4025 Lake Charles Way, Indian Trail, NC 28079",2250,2023-02-24,4025,WAY,LAKE CHARLES,28079,4025_LAKE CHARLES_WAY_28079
656,"8915 Myra Way, Charlotte, NC 28215",2250,2023-02-24,8915,WAY,MYRA,28215,8915_MYRA_WAY_28215
357,"4323 Faraday St, Charlotte, NC 28208",2250,2023-02-24,4323,ST,FARADAY,28208,4323_FARADAY_ST_28208
285,"7116 Idlewild Rd, Charlotte, NC 28212",2250,2023-02-25,7116,RD,IDLEWILD,28212,7116_IDLEWILD_RD_28212
189,"15743 Seafield Ln, Huntersville, NC 28078",2250,2023-02-25,15743,LN,SEAFIELD,28078,15743_SEAFIELD_LN_28078
475,"3620 Speer Blvd, Charlotte, NC 28217",2250,2023-02-24,3620,BLVD,SPEER,28217,3620_SPEER_BLVD_28217
706,"8012 Starnes Randall Rd, Charlotte, NC 28215",2249,2023-02-25,8012,RD,STARNES RANDALL,28215,8012_STARNES RANDALL_RD_28215
113,"3538 Betterton Ln, Charlotte, NC 28269",2245,2023-02-25,3538,LN,BETTERTON,28269,3538_BETTERTON_LN_28269
299,"12021 Danby Rd, Pineville, NC 28134",2245,2023-02-25,12021,RD,DANBY,28134,12021_DANBY_RD_28134
801,"5924 Rexwood Pl, Charlotte, NC 28210",2245,2023-02-25,5924,PL,REXWOOD,28210,5924_REXWOOD_PL_28210
670,"3409 Mayhurst Dr, Indian Trail, NC 28079",2245,2023-02-24,3409,DR,MAYHURST,28079,3409_MAYHURST_DR_28079
210,"4219 Springhaven Dr, Charlotte, NC 28269",2245,2023-02-25,4219,DR,SPRINGHAVEN,28269,4219_SPRINGHAVEN_DR_28269
15,"7310 Brawley Wood Ct, Charlotte, NC 28215",2245,2023-02-25,7310,CT,BRAWLEY WOOD,28215,7310_BRAWLEY WOOD_CT_28215
47,"1837 Meadow Crossing Dr, Huntersville, NC 28078",2230,2023-02-24,1837,DR,MEADOW CROSSING,28078,1837_MEADOW CROSSING_DR_28078
811,"9609 Hamel St, Charlotte, NC 28215",2225,2023-02-25,9609,ST,HAMEL,28215,9609_HAMEL_ST_28215
602,"4447 Cades Cove Dr, Charlotte, NC 28273",2225,2023-02-24,4447,DR,CADES COVE,28273,4447_CADES COVE_DR_28273
623,"9010 Nottoway Dr, Charlotte, NC 28213",2225,2023-02-24,9010,DR,NOTTOWAY,28213,9010_NOTTOWAY_DR_28213
32,"12835 Harvest Time Ct, Charlotte, NC 28278",2225,2023-02-25,12835,CT,HARVEST TIME,28278,12835_HARVEST TIME_CT_28278
570,"1007 Hollyhedge Ln, Indian Trail, NC 28079",2225,2023-02-24,1007,LN,HOLLYHEDGE,28079,1007_HOLLYHEDGE_LN_28079
775,"3535 Anastasia Ct, Charlotte, NC 28216",2225,2023-02-25,3535,CT,ANASTASIA,28216,3535_ANASTASIA_CT_28216
115,"8951 Chalkstone Rd, Charlotte, NC 28216",2220,2023-02-25,8951,RD,CHALKSTONE,28216,8951_CHALKSTONE_RD_28216
216,"524 Lightspun Ln, Charlotte, NC 28216",2210,2023-02-25,524,LN,LIGHTSPUN,28216,524_LIGHTSPUN_LN_28216
509,"2008 Cadberry Ct, Indian Trail, NC 28079",2205,2023-02-24,2008,CT,CADBERRY,28079,2008_CADBERRY_CT_28079
26,"1431 Nature Pl, Charlotte, NC 28214",2200,2023-02-25,1431,PL,NATURE,28214,1431_NATURE_PL_28214
238,"7029 Yorktowne Dr, Charlotte, NC 28226",2200,2023-02-24,7029,DR,YORKTOWNE,28226,7029_YORKTOWNE_DR_28226
781,"2124 Chesterfield St, Charlotte, NC 28205",2200,2023-02-25,2124,ST,CHESTERFIELD,28205,2124_CHESTERFIELD_ST_28205
566,"8917 Trentsby Pl, Charlotte, NC 28216",2200,2023-02-24,8917,PL,TRENTSBY,28216,8917_TRENTSBY_PL_28216
508,"10433 Kempsford Dr, Charlotte, NC 28262",2200,2023-02-25,10433,DR,KEMPSFORD,28262,10433_KEMPSFORD_DR_28262
206,"14420 O&#39;Casey Ln, Charlotte, NC 28213",2200,2023-02-24,14420,LN,O&#39;CASEY,28213,14420_O&#39;CASEY_LN_28213
227,"1627 Browns Ave, Charlotte, NC 28208",2200,2023-02-24,1627,AVE,BROWNS,28208,1627_BROWNS_AVE_28208
516,"409 Vista Grande Cir, Charlotte, NC 28226",2200,2023-02-25,409,CIR,VISTA GRANDE,28226,409_VISTA GRANDE_CIR_28226
433,"7935 Harrington Woods Rd, Charlotte, NC 28269",2200,2023-02-25,7935,RD,HARRINGTON WOODS,28269,7935_HARRINGTON WOODS_RD_28269
532,"8139 Deodora Cedar Ln, Charlotte, NC 28215",2200,2023-02-25,8139,LN,DEODORA CEDAR,28215,8139_DEODORA CEDAR_LN_28215
309,"5015 Curtiswood Dr, Charlotte, NC 28213",2200,2023-02-25,5015,DR,CURTISWOOD,28213,5015_CURTISWOOD_DR_28213
135,"6920 Haines Mill Rd, Charlotte, NC 28273",2200,2023-02-25,6920,RD,HAINES MILL,28273,6920_HAINES MILL_RD_28273
215,"3020 Rea Rd, Charlotte, NC 28226",2200,2023-02-25,3020,RD,REA,28226,3020_REA_RD_28226
351,"5009 Shadbush Rd, Charlotte, NC 28215",2200,2023-02-24,5009,RD,SHADBUSH,28215,5009_SHADBUSH_RD_28215
400,"5002 Enderbury Dr, Indian Trail, NC 28079",2200,2023-02-24,5002,DR,ENDERBURY,28079,5002_ENDERBURY_DR_28079
381,"14420 O'Casey Ln, Charlotte, NC 28213",2200,2023-02-25,14420,LN,O'CASEY,28213,14420_O'CASEY_LN_28213
163,"6648 Bunker Hill Cir, Charlotte, NC 28210",2200,2023-02-25,6648,CIR,BUNKER HILL,28210,6648_BUNKER HILL_CIR_28210
281,"9258 Essen Ln, Charlotte, NC 28210",2200,2023-02-24,9258,LN,ESSEN,28210,9258_ESSEN_LN_28210
531,"631 Bradford Dr, Charlotte, NC 28208",2200,2023-02-25,631,DR,BRADFORD,28208,631_BRADFORD_DR_28208
732,"6228 Woodland Commons Dr, Charlotte, NC 28269",2199,2023-02-25,6228,DR,WOODLAND COMMONS,28269,6228_WOODLAND COMMONS_DR_28269
729,"447 Knothole Ln, Charlotte, NC 28214",2199,2023-02-25,447,LN,KNOTHOLE,28214,447_KNOTHOLE_LN_28214
836,"19408 Fridley Ln, Cornelius, NC 28031",2199,2023-02-25,19408,LN,FRIDLEY,28031,19408_FRIDLEY_LN_28031
465,"5100 Begonia Dr, Charlotte, NC 28215",2199,2023-02-25,5100,DR,BEGONIA,28215,5100_BEGONIA_DR_28215
724,"316 Regan Ln, Charlotte, NC 28214",2199,2023-02-25,316,LN,REGAN,28214,316_REGAN_LN_28214
524,"11902 5 Cedars Rd, Charlotte, NC 28226",2195,2023-02-24,11902,RD,5 CEDARS,28226,11902_5 CEDARS_RD_28226
564,"9808 Cayenne Dr, Charlotte, NC 28214",2195,2023-02-25,9808,DR,CAYENNE,28214,9808_CAYENNE_DR_28214
780,"3401 Cranberry Nook Ct, Charlotte, NC 28269",2195,2023-02-25,3401,CT,CRANBERRY NOOK,28269,3401_CRANBERRY NOOK_CT_28269
639,"1303 Kersey Glen Ln, Charlotte, NC 28216",2195,2023-02-25,1303,LN,KERSEY GLEN,28216,1303_KERSEY GLEN_LN_28216
391,"12918 Tahoe Dr, Charlotte, NC 28273",2195,2023-02-24,12918,DR,TAHOE,28273,12918_TAHOE_DR_28273
826,"501 Newfound Hollow Dr, Charlotte, NC 28214",2195,2023-02-25,501,DR,NEWFOUND HOLLOW,28214,501_NEWFOUND HOLLOW_DR_28214
294,"7147 Wandering Creek Dr, Charlotte, NC 28216",2195,2023-02-25,7147,DR,WANDERING CREEK,28216,7147_WANDERING CREEK_DR_28216
9,"12610 Cedar Post Ln, Charlotte, NC 28215",2195,2023-02-25,12610,LN,CEDAR POST,28215,12610_CEDAR POST_LN_28215
341,"1911 Slumber Oaks Ct, Huntersville, NC 28078",2195,2023-02-24,1911,CT,SLUMBER OAKS,28078,1911_SLUMBER OAKS_CT_28078
645,"5607 Chiefly Ct, Charlotte, NC 28212",2195,2023-02-25,5607,CT,CHIEFLY,28212,5607_CHIEFLY_CT_28212
253,"7124 Garrett Ct, Charlotte, NC 28214",2195,2023-02-25,7124,CT,GARRETT,28214,7124_GARRETT_CT_28214
499,"2435 Mulberry Pond Dr, Charlotte, NC 28208",2195,2023-02-25,2435,DR,MULBERRY POND,28208,2435_MULBERRY POND_DR_28208
246,"1740 Harland St, Charlotte, NC 28216",2195,2023-02-25,1740,ST,HARLAND,28216,1740_HARLAND_ST_28216
242,"5314 Cameron Commons Pkwy, Charlotte, NC 28262",2195,2023-02-25,5314,PKWY,CAMERON COMMONS,28262,5314_CAMERON COMMONS_PKWY_28262
638,"1224 Harkey Creek Dr, Unionville, NC 28110",2195,2023-02-24,1224,DR,HARKEY CREEK,28110,1224_HARKEY CREEK_DR_28110
262,"4402 Lenox Hill Pl, Charlotte, NC 28269",2195,2023-02-25,4402,PL,LENOX HILL,28269,4402_LENOX HILL_PL_28269
389,"16156 Stuarts Draft Ct, Charlotte, NC 28278",2195,2023-02-25,16156,CT,STUARTS DRAFT,28278,16156_STUARTS DRAFT_CT_28278
320,"2820 Edwin Jones Dr, Charlotte, NC 28269",2195,2023-02-24,2820,DR,EDWIN JONES,28269,2820_EDWIN JONES_DR_28269
265,"7723 Gayle Ave, Charlotte, NC 28212",2195,2023-02-24,7723,AVE,GAYLE,28212,7723_GAYLE_AVE_28212
95,"3332 Bonneville Dr, Charlotte, NC 28205",2195,2023-02-25,3332,DR,BONNEVILLE,28205,3332_BONNEVILLE_DR_28205
416,"12704 Bravington Rd, Huntersville, NC 28078",2195,2023-02-25,12704,RD,BRAVINGTON,28078,12704_BRAVINGTON_RD_28078
458,"6319 Nevin Rd, Charlotte, NC 28262",2195,2023-02-25,6319,RD,NEVIN,28262,6319_NEVIN_RD_28262
617,"14800 Latour Ct, Pineville, NC 28134",2195,2023-02-25,14800,CT,LATOUR,28134,14800_LATOUR_CT_28134
93,"13514 Idlefield Ln, Matthews, NC 28105",2190,2023-02-25,13514,LN,IDLEFIELD,28105,13514_IDLEFIELD_LN_28105
156,"927 Glenfiddich Dr, Charlotte, NC 28215",2180,2023-02-25,927,DR,GLENFIDDICH,28215,927_GLENFIDDICH_DR_28215
216,"4822 Abercromby St, Charlotte, NC 28213",2180,2023-02-24,4822,ST,ABERCROMBY,28213,4822_ABERCROMBY_ST_28213
757,"6635 Autumn Gate Ln, Charlotte, NC 28216",2179,2023-02-25,6635,LN,AUTUMN GATE,28216,6635_AUTUMN GATE_LN_28216
574,"13029 Cottage Crst Ln, Charlotte, NC 28273",2175,2023-02-24,13029,LN,COTTAGE CRST,28273,13029_COTTAGE CRST_LN_28273
128,"12700 Frank Wiley Ln, Charlotte, NC 28278",2175,2023-02-25,12700,LN,FRANK WILEY,28278,12700_FRANK WILEY_LN_28278
35,"4134 Planters Watch Dr, Charlotte, NC 28278",2175,2023-02-24,4134,DR,PLANTERS WATCH,28278,4134_PLANTERS WATCH_DR_28278
438,"12630 Ivey Creek Dr, Charlotte, NC 28273",2175,2023-02-25,12630,DR,IVEY CREEK,28273,12630_IVEY CREEK_DR_28273
221,"2914 Pirates Pl, Charlotte, NC 28216",2170,2023-02-24,2914,PL,PIRATES,28216,2914_PIRATES_PL_28216
758,"11030 Gold Pan Rd, Charlotte, NC 28215",2169,2023-02-25,11030,RD,GOLD PAN,28215,11030_GOLD PAN_RD_28215
169,"4012 Avalon Ave, Charlotte, NC 28208",2166,2023-02-25,4012,AVE,AVALON,28208,4012_AVALON_AVE_28208
552,"620 Wrayhill Dr, Charlotte, NC 28262",2165,2023-02-25,620,DR,WRAYHILL,28262,620_WRAYHILL_DR_28262
825,"10911 Northgate Trail Dr, Charlotte, NC 28215",2165,2023-02-25,10911,DR,NORTHGATE TRAIL,28215,10911_NORTHGATE TRAIL_DR_28215
378,"16320 Greybriar Forest Ln, Charlotte, NC 28278",2155,2023-02-25,16320,LN,GREYBRIAR FOREST,28278,16320_GREYBRIAR FOREST_LN_28278
696,"6821 Wandering Creek Dr, Charlotte, NC 28216",2155,2023-02-25,6821,DR,WANDERING CREEK,28216,6821_WANDERING CREEK_DR_28216
615,"8751 Robinson Church Rd, Harrisburg, NC 28075",2150,2023-02-24,8751,RD,ROBINSON CHURCH,28075,8751_ROBINSON CHURCH_RD_28075
283,"11015 Heritage Green Dr, Cornelius, NC 28031",2150,2023-02-24,11015,DR,HERITAGE GREEN,28031,11015_HERITAGE GREEN_DR_28031
516,"8300 Bedford Green Ln, Charlotte, NC 28215",2150,2023-02-24,8300,LN,BEDFORD GREEN,28215,8300_BEDFORD GREEN_LN_28215
161,"14234 Hartwell Farm Dr, Charlotte, NC 28278",2150,2023-02-25,14234,DR,HARTWELL FARM,28278,14234_HARTWELL FARM_DR_28278
219,"446 Tribune Dr, Charlotte, NC 28214",2150,2023-02-25,446,DR,TRIBUNE,28214,446_TRIBUNE_DR_28214
280,"7129 Garrett Ct, Charlotte, NC 28214",2150,2023-02-25,7129,CT,GARRETT,28214,7129_GARRETT_CT_28214
318,"6102 Blue Ash Ln, Charlotte, NC 28215",2150,2023-02-24,6102,LN,BLUE ASH,28215,6102_BLUE ASH_LN_28215
390,"2127 Belterra Dr, Charlotte, NC 28216",2150,2023-02-24,2127,DR,BELTERRA,28216,2127_BELTERRA_DR_28216
193,"2945 Craftsman Ln, Charlotte, NC 28204",2150,2023-02-25,2945,LN,CRAFTSMAN,28204,2945_CRAFTSMAN_LN_28204
313,"5123 Raspberry Knoll Dr, Charlotte, NC 28208",2150,2023-02-24,5123,DR,RASPBERRY KNOLL,28208,5123_RASPBERRY KNOLL_DR_28208
53,"13523 Glencreek Ln, Huntersville, NC 28078",2150,2023-02-24,13523,LN,GLENCREEK,28078,13523_GLENCREEK_LN_28078
612,"7115 Sweetfield Dr, Huntersville, NC 28078",2150,2023-02-25,7115,DR,SWEETFIELD,28078,7115_SWEETFIELD_DR_28078
427,"5506 Lantana Ave, Charlotte, NC 28212",2150,2023-02-24,5506,AVE,LANTANA,28212,5506_LANTANA_AVE_28212
597,"9079 Meadowmont View Dr, Charlotte, NC 28269",2150,2023-02-25,9079,DR,MEADOWMONT VIEW,28269,9079_MEADOWMONT VIEW_DR_28269
233,"9224 Creedmore Hills Dr, Charlotte, NC 28214",2150,2023-02-24,9224,DR,CREEDMORE HILLS,28214,9224_CREEDMORE HILLS_DR_28214
766,"6901 Idlewild Rd, Charlotte, NC 28212",2150,2023-02-25,6901,RD,IDLEWILD,28212,6901_IDLEWILD_RD_28212
40,"3605 Arthur St, Indian Trail, NC 28079",2150,2023-02-24,3605,ST,ARTHUR,28079,3605_ARTHUR_ST_28079
224,"7911 Baylis Dr, Huntersville, NC 28078",2150,2023-02-24,7911,DR,BAYLIS,28078,7911_BAYLIS_DR_28078
214,"2134 Dembrigh Ln, Charlotte, NC 28262",2150,2023-02-24,2134,LN,DEMBRIGH,28262,2134_DEMBRIGH_LN_28262
497,"2044 Summey Ave, Charlotte, NC 28205",2150,2023-02-25,2044,AVE,SUMMEY,28205,2044_SUMMEY_AVE_28205
272,"7205 Garrett Ct, Charlotte, NC 28214",2150,2023-02-25,7205,CT,GARRETT,28214,7205_GARRETT_CT_28214
343,"9300 Quilting Bee Ln, Charlotte, NC 28216",2149,2023-02-25,9300,LN,QUILTING BEE,28216,9300_QUILTING BEE_LN_28216
756,"3315 Ernest Russell Ct, Charlotte, NC 28269",2149,2023-02-25,3315,CT,ERNEST RUSSELL,28269,3315_ERNEST RUSSELL_CT_28269
654,"11832 Guildhall Ln, Charlotte, NC 28213",2145,2023-02-25,11832,LN,GUILDHALL,28213,11832_GUILDHALL_LN_28213
618,"100 Long Creek Pkwy, Charlotte, NC 28214",2145,2023-02-25,100,PKWY,LONG CREEK,28214,100_LONG CREEK_PKWY_28214
629,"7530 Wilkins Terrace Dr, Charlotte, NC 28269",2145,2023-02-25,7530,DR,WILKINS TERRACE,28269,7530_WILKINS TERRACE_DR_28269
148,"8132 Rolling Meadows Ln, Huntersville, NC 28078",2145,2023-02-24,8132,LN,ROLLING MEADOWS,28078,8132_ROLLING MEADOWS_LN_28078
200,"13319 Waverton Ln, Huntersville, NC 28078",2145,2023-02-25,13319,LN,WAVERTON,28078,13319_WAVERTON_LN_28078
657,"2331 Hunters Bluff Dr, Matthews, NC 28105",2145,2023-02-25,2331,DR,HUNTERS BLUFF,28105,2331_HUNTERS BLUFF_DR_28105
668,"11915 Mallard Ridge Dr, Charlotte, NC 28269",2145,2023-02-24,11915,DR,MALLARD RIDGE,28269,11915_MALLARD RIDGE_DR_28269
788,"2440 Sonoma Valley Dr, Charlotte, NC 28214",2145,2023-02-25,2440,DR,SONOMA VALLEY,28214,2440_SONOMA VALLEY_DR_28214
190,"10629 Claude Freeman Dr, Charlotte, NC 28262",2145,2023-02-25,10629,DR,CLAUDE FREEMAN,28262,10629_CLAUDE FREEMAN_DR_28262
748,"12419 Hampton Place Dr, Charlotte, NC 28269",2145,2023-02-25,12419,DR,HAMPTON PLACE,28269,12419_HAMPTON PLACE_DR_28269
526,"8012 Derby Wood Ln, Charlotte, NC 28214",2145,2023-02-24,8012,LN,DERBY WOOD,28214,8012_DERBY WOOD_LN_28214
563,"8618 Berrybrook Ln, Charlotte, NC 28269",2140,2023-02-25,8618,LN,BERRYBROOK,28269,8618_BERRYBROOK_LN_28269
1,"1015 Yellow Bee Rd, Indian Trail, NC 28079",2140,2023-02-24,1015,RD,YELLOW BEE,28079,1015_YELLOW BEE_RD_28079
46,"15378 Michael Andrew Rd, Huntersville, NC 28078",2140,2023-02-24,15378,RD,MICHAEL ANDREW,28078,15378_MICHAEL ANDREW_RD_28078
67,"7733 Brookwood Valley Ln, Mint Hill, NC 28227",2140,2023-02-24,7733,LN,BROOKWOOD VALLEY,28227,7733_BROOKWOOD VALLEY_LN_28227
744,"8929 Lilac Tree Ave, Charlotte, NC 28227",2135,2023-02-25,8929,AVE,LILAC TREE,28227,8929_LILAC TREE_AVE_28227
11,"7031 Reedy Creek Rd, Charlotte, NC 28215",2135,2023-02-25,7031,RD,REEDY CREEK,28215,7031_REEDY CREEK_RD_28215
500,"6305 Kennard Dr, Charlotte, NC 28216",2135,2023-02-25,6305,DR,KENNARD,28216,6305_KENNARD_DR_28216
637,"8121 Williams Farm Dr, Charlotte, NC 28215",2135,2023-02-25,8121,DR,WILLIAMS FARM,28215,8121_WILLIAMS FARM_DR_28215
683,"4416 Shelden Ct, Charlotte, NC 28227",2129,2023-02-25,4416,CT,SHELDEN,28227,4416_SHELDEN_CT_28227
626,"8204 Williams Farm Dr, Charlotte, NC 28215",2125,2023-02-24,8204,DR,WILLIAMS FARM,28215,8204_WILLIAMS FARM_DR_28215
492,"2346 Sweet Flag Ct, Charlotte, NC 28262",2125,2023-02-25,2346,CT,SWEET FLAG,28262,2346_SWEET FLAG_CT_28262
839,"2901 Silkstream Ln, Charlotte, NC 28262",2125,2023-02-25,2901,LN,SILKSTREAM,28262,2901_SILKSTREAM_LN_28262
154,"5112 Kiev Dr, Charlotte, NC 28216",2125,2023-02-24,5112,DR,KIEV,28216,5112_KIEV_DR_28216
551,"11633 Clear Day Ct, Charlotte, NC 28269",2125,2023-02-24,11633,CT,CLEAR DAY,28269,11633_CLEAR DAY_CT_28269
244,"13432 Glencreek Ln, Huntersville, NC 28078",2123,2023-02-25,13432,LN,GLENCREEK,28078,13432_GLENCREEK_LN_28078
73,"10319 Gold Pan Rd, Charlotte, NC 28215",2120,2023-02-24,10319,RD,GOLD PAN,28215,10319_GOLD PAN_RD_28215
513,"14522 Arlandes Dr, Charlotte, NC 28278",2120,2023-02-24,14522,DR,ARLANDES,28278,14522_ARLANDES_DR_28278
436,"5909 Ruth Dr, Charlotte, NC 28215",2120,2023-02-25,5909,DR,RUTH,28215,5909_RUTH_DR_28215
752,"9337 Turning Wheel Dr, Charlotte, NC 28214",2119,2023-02-25,9337,DR,TURNING WHEEL,28214,9337_TURNING WHEEL_DR_28214
590,"8616 Flowers Ct, Charlotte, NC 28215",2117,2023-02-24,8616,CT,FLOWERS,28215,8616_FLOWERS_CT_28215
702,"14306 Menifee Dr, Huntersville, NC 28078",2110,2023-02-25,14306,DR,MENIFEE,28078,14306_MENIFEE_DR_28078
718,"5513 Cobblestone Glen Dr, Charlotte, NC 28213",2110,2023-02-25,5513,DR,COBBLESTONE GLEN,28213,5513_COBBLESTONE GLEN_DR_28213
134,"12001 Chantress Ln, Charlotte, NC 28215",2105,2023-02-25,12001,LN,CHANTRESS,28215,12001_CHANTRESS_LN_28215
591,"626 Raya Ct, Charlotte, NC 28204",2100,2023-02-25,626,CT,RAYA,28204,626_RAYA_CT_28204
409,"130 Seldon Dr, Charlotte, NC 28216",2100,2023-02-25,130,DR,SELDON,28216,130_SELDON_DR_28216
368,"5408 River Falls Dr, Charlotte, NC 28215",2100,2023-02-24,5408,DR,RIVER FALLS,28215,5408_RIVER FALLS_DR_28215
354,"9619 Sandstone Ct, Concord, NC 28025",2100,2023-02-24,9619,CT,SANDSTONE,28025,9619_SANDSTONE_CT_28025
90,"1928 Slumber Oaks Ct, Huntersville, NC 28078",2100,2023-02-24,1928,CT,SLUMBER OAKS,28078,1928_SLUMBER OAKS_CT_28078
553,"4936 Bright Rd, Charlotte, NC 28214",2100,2023-02-24,4936,RD,BRIGHT,28214,4936_BRIGHT_RD_28214
337,"12608 Rocky River Church Rd, Charlotte, NC 28215",2100,2023-02-24,12608,RD,ROCKY RIVER CHURCH,28215,12608_ROCKY RIVER CHURCH_RD_28215
548,"12259 Mallard Ridge Dr, Charlotte, NC 28269",2100,2023-02-24,12259,DR,MALLARD RIDGE,28269,12259_MALLARD RIDGE_DR_28269
336,"8829 Challenger Dr, Charlotte, NC 28213",2100,2023-02-24,8829,DR,CHALLENGER,28213,8829_CHALLENGER_DR_28213
385,"12927 Planters Row Dr, Charlotte, NC 28278",2100,2023-02-25,12927,DR,PLANTERS ROW,28278,12927_PLANTERS ROW_DR_28278
412,"9038 Sedgewich Ln, Charlotte, NC 28277",2100,2023-02-25,9038,LN,SEDGEWICH,28277,9038_SEDGEWICH_LN_28277
415,"8704 Green Ivy Ln, Charlotte, NC 28217",2100,2023-02-25,8704,LN,GREEN IVY,28217,8704_GREEN IVY_LN_28217
615,"4528 Larkhaven Village Dr, Charlotte, NC 28215",2100,2023-02-25,4528,DR,LARKHAVEN VILLAGE,28215,4528_LARKHAVEN VILLAGE_DR_28215
823,"2637 Forest Grove Ct, Charlotte, NC 28269",2100,2023-02-25,2637,CT,FOREST GROVE,28269,2637_FOREST GROVE_CT_28269
337,"845 Key St, Charlotte, NC 28208",2100,2023-02-25,845,ST,KEY,28208,845_KEY_ST_28208
720,"2515 Birnen Dr, Charlotte, NC 28210",2100,2023-02-25,2515,DR,BIRNEN,28210,2515_BIRNEN_DR_28210
487,"14316 Menifee Dr, Huntersville, NC 28078",2100,2023-02-24,14316,DR,MENIFEE,28078,14316_MENIFEE_DR_28078
103,"1721 Silverberry Ct, Charlotte, NC 28214",2100,2023-02-25,1721,CT,SILVERBERRY,28214,1721_SILVERBERRY_CT_28214
677,"11403 Sidney Crest Ave, Charlotte, NC 28213",2100,2023-02-24,11403,AVE,SIDNEY CREST,28213,11403_SIDNEY CREST_AVE_28213
166,"2417 Brathay Ct, Charlotte, NC 28269",2100,2023-02-24,2417,CT,BRATHAY,28269,2417_BRATHAY_CT_28269
514,"8791 Robinson Forest Dr, Charlotte, NC 28277",2100,2023-02-24,8791,DR,ROBINSON FOREST,28277,8791_ROBINSON FOREST_DR_28277
779,"905 McArthur Ave, Charlotte, NC 28206",2100,2023-02-25,905,AVE,MCARTHUR,28206,905_MCARTHUR_AVE_28206
675,"9828 Rocky Ford Club Rd, Charlotte, NC 28269",2099,2023-02-25,9828,RD,ROCKY FORD CLUB,28269,9828_ROCKY FORD CLUB_RD_28269
759,"6822 Nathan Dr, Charlotte, NC 28269",2099,2023-02-25,6822,DR,NATHAN,28269,6822_NATHAN_DR_28269
434,"9531 Hanberry Blvd, Charlotte, NC 28213",2099,2023-02-25,9531,BLVD,HANBERRY,28213,9531_HANBERRY_BLVD_28213
510,"1304 Pearl Crescent Dr, Charlotte, NC 28216",2099,2023-02-25,1304,DR,PEARL CRESCENT,28216,1304_PEARL CRESCENT_DR_28216
664,"8222 McAlpine Dr, Charlotte, NC 28217",2095,2023-02-24,8222,DR,MCALPINE,28217,8222_MCALPINE_DR_28217
102,"8525 Panglemont Dr, Charlotte, NC 28269",2095,2023-02-25,8525,DR,PANGLEMONT,28269,8525_PANGLEMONT_DR_28269
394,"441 Tribune Dr, Charlotte, NC 28214",2095,2023-02-25,441,DR,TRIBUNE,28214,441_TRIBUNE_DR_28214
370,"10920 Harringham Ln, Charlotte, NC 28269",2095,2023-02-25,10920,LN,HARRINGHAM,28269,10920_HARRINGHAM_LN_28269
255,"16008 Long Talon Way, Charlotte, NC 28278",2095,2023-02-25,16008,WAY,LONG TALON,28278,16008_LONG TALON_WAY_28278
275,"3223 Erwin Trace Dr, Charlotte, NC 28213",2095,2023-02-24,3223,DR,ERWIN TRACE,28213,3223_ERWIN TRACE_DR_28213
282,"506 Wilcrest Dr, Matthews, NC 28105",2095,2023-02-24,506,DR,WILCREST,28105,506_WILCREST_DR_28105
339,"9902 Lottie Ln, Charlotte, NC 28262",2095,2023-02-24,9902,LN,LOTTIE,28262,9902_LOTTIE_LN_28262
309,"9107 Creedmore Hills Dr, Charlotte, NC 28214",2095,2023-02-24,9107,DR,CREEDMORE HILLS,28214,9107_CREEDMORE HILLS_DR_28214
248,"12412 Lanier Islands Cir, Charlotte, NC 28273",2095,2023-02-25,12412,CIR,LANIER ISLANDS,28273,12412_LANIER ISLANDS_CIR_28273
585,"2527 Clearkirk Ct, Matthews, NC 28105",2095,2023-02-25,2527,CT,CLEARKIRK,28105,2527_CLEARKIRK_CT_28105
601,"1029 Harlow Hill Ct, Charlotte, NC 28216",2095,2023-02-24,1029,CT,HARLOW HILL,28216,1029_HARLOW HILL_CT_28216
661,"1539 Jeffrey Bryan Dr, Charlotte, NC 28213",2095,2023-02-25,1539,DR,JEFFREY BRYAN,28213,1539_JEFFREY BRYAN_DR_28213
